date,rule,selectedLegsOnDay,comboIndex,legA_rank,legA_player,legA_team,legA_market,legA_side,legA_line,legA_correct,legB_rank,legB_player,legB_team,legB_market,legB_side,legB_line,legB_correct,legC_rank,legC_player,legC_team,legC_market,legC_side,legC_line,legC_correct,combo_hit
2026-03-07,daily_top6_under_else_top3_triplets_v1,4,3,2,Ryan Rollins,MIL,PRA,UNDER,32.5,True,5,Cedric Coward,MEM,AST,UNDER,1.5,True,6,Jaylin Williams,OKC,AST,UNDER,4.5,True,True
2026-03-07,daily_top6_under_else_top3_triplets_v1,4,4,3,Isaiah Stewart,DET,REB,UNDER,5.5,True,5,Cedric Coward,MEM,AST,UNDER,1.5,True,6,Jaylin Williams,OKC,AST,UNDER,4.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,1,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,2,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,3,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,4,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,5,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,6,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,7,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,8,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,9,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,10,1,Cooper Flagg,DAL,PTS,UNDER,18.0,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,11,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,12,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,13,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,14,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,15,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,16,2,Luka Dončić,LAL,PRA,UNDER,49.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,17,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,18,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,4,Jalen Duren,DET,REB,UNDER,10.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,19,3,Ryan Rollins,MIL,PTS,UNDER,21.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-08,daily_top6_under_else_top3_triplets_v1,6,20,4,Jalen Duren,DET,REB,UNDER,10.5,True,5,Alex Sarr,WAS,AST,UNDER,1.5,True,6,Jarace Walker,IND,REB,UNDER,5.5,True,True
2026-03-09,daily_top6_under_else_top3_triplets_v1,4,1,1,Jamal Murray,DEN,PTS,UNDER,21.5,True,2,Brandin Podziemski,GSW,PRA,UNDER,30.5,True,4,Isaiah Joe,OKC,REB,UNDER,4.5,True,True
2026-03-09,daily_top6_under_else_top3_triplets_v1,4,2,1,Jamal Murray,DEN,PTS,UNDER,21.5,True,2,Brandin Podziemski,GSW,PRA,UNDER,30.5,True,6,Evan Mobley,CLE,REB,UNDER,9.5,True,True
2026-03-09,daily_top6_under_else_top3_triplets_v1,4,3,1,Jamal Murray,DEN,PTS,UNDER,21.5,True,4,Isaiah Joe,OKC,REB,UNDER,4.5,True,6,Evan Mobley,CLE,REB,UNDER,9.5,True,True
2026-03-09,daily_top6_under_else_top3_triplets_v1,4,4,2,Brandin Podziemski,GSW,PRA,UNDER,30.5,True,4,Isaiah Joe,OKC,REB,UNDER,4.5,True,6,Evan Mobley,CLE,REB,UNDER,9.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,1,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,4,Khris Middleton,DAL,REB,UNDER,2.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,2,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,3,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,4,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,4,Khris Middleton,DAL,REB,UNDER,2.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,5,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,4,Khris Middleton,DAL,REB,UNDER,2.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,6,1,Reed Sheppard,HOU,PTS,UNDER,14.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,7,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,4,Khris Middleton,DAL,REB,UNDER,2.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,8,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,4,Khris Middleton,DAL,REB,UNDER,2.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,9,3,Jalen Johnson,ATL,RA,UNDER,18.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-10,daily_top6_under_else_top3_triplets_v1,5,10,4,Khris Middleton,DAL,REB,UNDER,2.5,True,5,Bam Adebayo,MIA,REB,UNDER,11.5,True,6,Precious Achiuwa,SAC,AST,UNDER,1.5,True,True
2026-03-11,daily_top6_under_else_top3_triplets_v1,3,1,1,Isaiah Collier,UTA,PTS,UNDER,11.5,True,3,Reed Sheppard,HOU,PTS,UNDER,14.5,True,5,Anthony Edwards,MIN,REB,UNDER,5.5,True,True
2026-03-12,daily_top6_under_else_top3_triplets_v1,3,1,1,Josh Giddey,CHI,PTS,OVER,19.5,True,2,Jaylen Brown,BOS,PTS,OVER,27.5,True,3,Ryan Rollins,MIL,PRA,OVER,20.5,True,True
2026-03-13,daily_top6_under_else_top3_triplets_v1,3,1,1,Brice Sensabaugh,UTA,PTS,OVER,19.5,True,2,Andrew Nembhard,IND,PTS,UNDER,11.5,True,3,Khris Middleton,DAL,PRA,UNDER,15.5,True,True
2026-03-14,daily_top6_under_else_top3_triplets_v1,3,1,1,Bam Adebayo,MIA,PTS,UNDER,21.5,True,2,Luka Dončić,LAL,PTS,UNDER,31.5,True,6,De'Aaron Fox,SAS,AST,UNDER,6.5,True,True
2026-03-15,daily_top6_under_else_top3_triplets_v1,3,1,1,Nique Clifford,SAC,PRA,UNDER,27.5,True,2,VJ Edgecombe,PHI,PTS,UNDER,19.5,True,3,Isaiah Joe,OKC,PTS,OVER,6.5,True,True
2026-03-16,daily_top6_under_else_top3_triplets_v1,4,1,1,Deni Avdija,POR,PTS,UNDER,22.5,True,2,Desmond Bane,ORL,PRA,UNDER,28.5,True,5,Victor Wembanyama,SAS,AST,UNDER,2.5,True,True
2026-03-16,daily_top6_under_else_top3_triplets_v1,4,2,1,Deni Avdija,POR,PTS,UNDER,22.5,True,2,Desmond Bane,ORL,PRA,UNDER,28.5,True,6,Jalen Smith,CHI,REB,UNDER,8.5,True,True
2026-03-16,daily_top6_under_else_top3_triplets_v1,4,3,1,Deni Avdija,POR,PTS,UNDER,22.5,True,5,Victor Wembanyama,SAS,AST,UNDER,2.5,True,6,Jalen Smith,CHI,REB,UNDER,8.5,True,True
2026-03-16,daily_top6_under_else_top3_triplets_v1,4,4,2,Desmond Bane,ORL,PRA,UNDER,28.5,True,5,Victor Wembanyama,SAS,AST,UNDER,2.5,True,6,Jalen Smith,CHI,REB,UNDER,8.5,True,True
2026-03-17,daily_top6_under_else_top3_triplets_v1,3,1,1,Nikola Jokić,DEN,PTS,UNDER,27.0,True,4,Ryan Rollins,MIL,AST,UNDER,4.5,True,5,Precious Achiuwa,SAC,REB,UNDER,8.0,True,True
2026-03-18,daily_top6_under_else_top3_triplets_v1,4,1,1,Brandin Podziemski,GSW,PTS,UNDER,12.5,True,2,Nikola Jokić,DEN,PRA,UNDER,48.5,False,4,Rudy Gobert,MIN,REB,UNDER,12.75,True,False
2026-03-18,daily_top6_under_else_top3_triplets_v1,4,2,1,Brandin Podziemski,GSW,PTS,UNDER,12.5,True,2,Nikola Jokić,DEN,PRA,UNDER,48.5,False,5,Josh Giddey,CHI,REB,UNDER,8.5,True,False
2026-03-18,daily_top6_under_else_top3_triplets_v1,4,3,1,Brandin Podziemski,GSW,PTS,UNDER,12.5,True,4,Rudy Gobert,MIN,REB,UNDER,12.75,True,5,Josh Giddey,CHI,REB,UNDER,8.5,True,True
2026-03-18,daily_top6_under_else_top3_triplets_v1,4,4,2,Nikola Jokić,DEN,PRA,UNDER,48.5,False,4,Rudy Gobert,MIN,REB,UNDER,12.75,True,5,Josh Giddey,CHI,REB,UNDER,8.5,True,False
2026-03-19,daily_top6_under_else_top3_triplets_v1,3,1,1,Evan Mobley,CLE,PTS,OVER,23.5,True,2,VJ Edgecombe,PHI,PTS,OVER,20.5,True,3,Ryan Rollins,MIL,PRA,UNDER,32.5,True,True
2026-03-20,daily_top6_under_else_top3_triplets_v1,3,1,1,Cameron Johnson,DEN,PTS,UNDER,11.5,True,3,Baylor Scheierman,BOS,REB,UNDER,4.5,True,5,Amen Thompson,HOU,REB,UNDER,7.5,True,True
2026-03-21,daily_top6_under_else_top3_triplets_v1,3,1,1,Luka Dončić,LAL,PTS,UNDER,32.5,False,4,Oso Ighodaro,PHX,REB,UNDER,7.5,True,6,Nickeil Alexander-Walker,ATL,AST,UNDER,4.5,True,False
2026-03-22,daily_top6_under_else_top3_triplets_v1,4,1,1,Nique Clifford,SAC,PRA,UNDER,23.5,True,3,Jalen Brunson,NYK,AST,UNDER,6.5,True,4,Sandro Mamukelashvili,TOR,PTS,UNDER,7.5,True,True
2026-03-22,daily_top6_under_else_top3_triplets_v1,4,2,1,Nique Clifford,SAC,PRA,UNDER,23.5,True,3,Jalen Brunson,NYK,AST,UNDER,6.5,True,5,Baylor Scheierman,BOS,REB,UNDER,4.5,True,True
2026-03-22,daily_top6_under_else_top3_triplets_v1,4,3,1,Nique Clifford,SAC,PRA,UNDER,23.5,True,4,Sandro Mamukelashvili,TOR,PTS,UNDER,7.5,True,5,Baylor Scheierman,BOS,REB,UNDER,4.5,True,True
2026-03-22,daily_top6_under_else_top3_triplets_v1,4,4,3,Jalen Brunson,NYK,AST,UNDER,6.5,True,4,Sandro Mamukelashvili,TOR,PTS,UNDER,7.5,True,5,Baylor Scheierman,BOS,REB,UNDER,4.5,True,True
2026-03-23,daily_top6_under_else_top3_triplets_v1,3,1,2,Bam Adebayo,MIA,PTS,UNDER,21.5,True,4,Scottie Barnes,TOR,REB,UNDER,8.5,True,6,Amen Thompson,HOU,REB,UNDER,7.5,True,True
2026-03-24,daily_top6_under_else_top3_triplets_v1,3,1,1,Maxime Raynaud,SAC,PTS,UNDER,16.5,True,2,Jeremiah Fears,NOP,PRA,OVER,12.5,True,3,Cameron Johnson,DEN,PTS,OVER,11.5,True,True
2026-03-25,daily_top6_under_else_top3_triplets_v1,3,1,1,Ryan Rollins,MIL,PTS,OVER,21.5,True,2,Will Riley,WAS,PRA,OVER,24.5,True,3,Bam Adebayo,MIA,PTS,UNDER,21.5,True,True
2026-03-26,daily_top6_under_else_top3_triplets_v1,3,1,1,Maxime Raynaud,SAC,PTS,UNDER,15.5,True,2,Karl-Anthony Towns,NYK,REB,UNDER,10.5,True,3,Jeremiah Fears,NOP,PRA,OVER,14.5,True,True
2026-03-27,daily_top6_under_else_top3_triplets_v1,4,1,2,Bam Adebayo,MIA,PTS,UNDER,20.5,True,3,Josh Giddey,CHI,PRA,UNDER,33.5,True,4,Amen Thompson,HOU,REB,UNDER,7.5,False,False
2026-03-27,daily_top6_under_else_top3_triplets_v1,4,2,2,Bam Adebayo,MIA,PTS,UNDER,20.5,True,3,Josh Giddey,CHI,PRA,UNDER,33.5,True,6,Cooper Flagg,DAL,AST,UNDER,5.75,True,True
2026-03-27,daily_top6_under_else_top3_triplets_v1,4,3,2,Bam Adebayo,MIA,PTS,UNDER,20.5,True,4,Amen Thompson,HOU,REB,UNDER,7.5,False,6,Cooper Flagg,DAL,AST,UNDER,5.75,True,False
2026-03-27,daily_top6_under_else_top3_triplets_v1,4,4,3,Josh Giddey,CHI,PRA,UNDER,33.5,True,4,Amen Thompson,HOU,REB,UNDER,7.5,False,6,Cooper Flagg,DAL,AST,UNDER,5.75,True,False
2026-03-28,daily_top6_under_else_top3_triplets_v1,3,1,1,Cody Williams,UTA,PRA,UNDER,20.5,True,3,Ryan Rollins,MIL,PTS,UNDER,22.25,True,6,DeMar DeRozan,SAC,AST,UNDER,4.5,True,True
2026-03-29,daily_top6_under_else_top3_triplets_v1,3,1,1,Payton Pritchard,BOS,PTS,OVER,19.5,True,2,Jamal Murray,DEN,PTS,UNDER,24.5,True,3,Nique Clifford,SAC,PRA,OVER,23.5,True,True
2026-03-30,daily_top6_under_else_top3_triplets_v1,3,1,1,Anthony Edwards,MIN,PTS,UNDER,26.5,True,2,Victor Wembanyama,SAS,PRA,OVER,42.5,True,3,Devin Booker,PHX,PTS,OVER,27.5,True,True
2026-03-31,daily_top6_under_else_top3_triplets_v1,3,1,1,Ryan Rollins,MIL,PTS,OVER,21.5,True,2,Deni Avdija,POR,PRA,OVER,39.5,True,3,Donovan Mitchell,CLE,PTS,UNDER,25.5,True,True
2026-04-01,daily_top6_under_else_top3_triplets_v1,3,1,1,Nikola Jokić,DEN,PTS,UNDER,24.5,True,3,Payton Pritchard,BOS,PTS,UNDER,15.5,True,4,Collin Sexton,CHI,REB,UNDER,3.5,True,True
2026-04-02,daily_top6_under_else_top3_triplets_v1,4,1,1,Luka Dončić,LAL,PTS,UNDER,31.5,True,3,Deni Avdija,POR,PRA,UNDER,41.5,True,5,Collin Gillespie,PHX,AST,UNDER,3.5,True,True
2026-04-02,daily_top6_under_else_top3_triplets_v1,4,2,1,Luka Dončić,LAL,PTS,UNDER,31.5,True,3,Deni Avdija,POR,PRA,UNDER,41.5,True,6,Isaiah Hartenstein,OKC,REB,UNDER,8.5,True,True
2026-04-02,daily_top6_under_else_top3_triplets_v1,4,3,1,Luka Dončić,LAL,PTS,UNDER,31.5,True,5,Collin Gillespie,PHX,AST,UNDER,3.5,True,6,Isaiah Hartenstein,OKC,REB,UNDER,8.5,True,True
2026-04-02,daily_top6_under_else_top3_triplets_v1,4,4,3,Deni Avdija,POR,PRA,UNDER,41.5,True,5,Collin Gillespie,PHX,AST,UNDER,3.5,True,6,Isaiah Hartenstein,OKC,REB,UNDER,8.5,True,True
2026-04-03,daily_top6_under_else_top3_triplets_v1,3,1,2,Quentin Grimes,PHI,PRA,UNDER,15.5,True,4,Mitchell Robinson,NYK,REB,UNDER,11.5,True,6,Ryan Kalkbrenner,CHA,REB,UNDER,8.5,True,True
2026-04-04,daily_top6_under_else_top3_triplets_v1,3,1,1,Jamal Murray,DEN,PTS,UNDER,24.5,True,2,Will Riley,WAS,PRA,OVER,27.0,True,3,Andrew Wiggins,MIA,PTS,OVER,18.5,True,True
2026-04-05,daily_top6_under_else_top3_triplets_v1,4,1,1,Jaylen Brown,BOS,PRA,UNDER,37.5,True,3,Ryan Rollins,MIL,PTS,UNDER,22.5,False,4,Isaiah Hartenstein,OKC,REB,UNDER,8.25,True,False
2026-04-05,daily_top6_under_else_top3_triplets_v1,4,2,1,Jaylen Brown,BOS,PRA,UNDER,37.5,True,3,Ryan Rollins,MIL,PTS,UNDER,22.5,False,5,Gui Santos,GSW,AST,UNDER,2.5,True,False
2026-04-05,daily_top6_under_else_top3_triplets_v1,4,3,1,Jaylen Brown,BOS,PRA,UNDER,37.5,True,4,Isaiah Hartenstein,OKC,REB,UNDER,8.25,True,5,Gui Santos,GSW,AST,UNDER,2.5,True,True
2026-04-05,daily_top6_under_else_top3_triplets_v1,4,4,3,Ryan Rollins,MIL,PTS,UNDER,22.5,False,4,Isaiah Hartenstein,OKC,REB,UNDER,8.25,True,5,Gui Santos,GSW,AST,UNDER,2.5,True,False
2026-04-06,daily_top6_under_else_top3_triplets_v1,3,1,2,Nickeil Alexander-Walker,ATL,PRA,UNDER,25.5,False,5,Jalen Duren,DET,REB,UNDER,10.5,True,6,Dominick Barlow,PHI,AST,UNDER,0.5,True,False
2026-04-07,daily_top6_under_else_top3_triplets_v1,3,1,1,Pelle Larsson,MIA,PTS,UNDER,10.5,True,3,Jarace Walker,IND,PRA,UNDER,26.5,True,4,Precious Achiuwa,SAC,REB,UNDER,6.5,True,True
2026-04-08,daily_top6_under_else_top3_triplets_v1,5,1,1,Nikola Jokić,DEN,PTS,UNDER,24.5,True,2,Cade Cunningham,DET,PTS,UNDER,15.5,True,3,Toumani Camara,POR,PRA,UNDER,17.5,False,False
2026-04-08,daily_top6_under_else_top3_triplets_v1,5,2,1,Nikola Jokić,DEN,PTS,UNDER,24.5,True,2,Cade Cunningham,DET,PTS,UNDER,15.5,True,5,Jalen Duren,DET,REB,UNDER,9.5,True,True
2026-04-08,daily_top6_under_else_top3_triplets_v1,5,3,1,Nikola Jokić,DEN,PTS,UNDER,24.5,True,2,Cade Cunningham,DET,PTS,UNDER,15.5,True,6,Kyle Anderson,MIN,AST,UNDER,5.5,True,True
2026-04-08,daily_top6_under_else_top3_triplets_v1,5,4,1,Nikola Jokić,DEN,PTS,UNDER,24.5,True,3,Toumani Camara,POR,PRA,UNDER,17.5,False,5,Jalen Duren,DET,REB,UNDER,9.5,True,False
2026-04-08,daily_top6_under_else_top3_triplets_v1,5,5,1,Nikola Jokić,DEN,PTS,UNDER,24.5,True,3,Toumani Camara,POR,PRA,UNDER,17.5,False,6,Kyle Anderson,MIN,AST,UNDER,5.5,True,False
2026-04-08,daily_top6_under_else_top3_triplets_v1,5,6,1,Nikola Jokić,DEN,PTS,UNDER,24.5,True,5,Jalen Duren,DET,REB,UNDER,9.5,True,6,Kyle Anderson,MIN,AST,UNDER,5.5,True,True
2026-04-08,daily_top6_under_else_top3_triplets_v1,5,7,2,Cade Cunningham,DET,PTS,UNDER,15.5,True,3,Toumani Camara,POR,PRA,UNDER,17.5,False,5,Jalen Duren,DET,REB,UNDER,9.5,True,False
2026-04-08,daily_top6_under_else_top3_triplets_v1,5,8,2,Cade Cunningham,DET,PTS,UNDER,15.5,True,3,Toumani Camara,POR,PRA,UNDER,17.5,False,6,Kyle Anderson,MIN,AST,UNDER,5.5,True,False
2026-04-08,daily_top6_under_else_top3_triplets_v1,5,9,2,Cade Cunningham,DET,PTS,UNDER,15.5,True,5,Jalen Duren,DET,REB,UNDER,9.5,True,6,Kyle Anderson,MIN,AST,UNDER,5.5,True,True
2026-04-08,daily_top6_under_else_top3_triplets_v1,5,10,3,Toumani Camara,POR,PRA,UNDER,17.5,False,5,Jalen Duren,DET,REB,UNDER,9.5,True,6,Kyle Anderson,MIN,AST,UNDER,5.5,True,False
2026-04-09,daily_top6_under_else_top3_triplets_v1,3,1,1,Jake LaRavia,LAL,PTS,OVER,11.5,True,2,Pelle Larsson,MIA,PRA,UNDER,17.5,True,3,Collin Sexton,CHI,PTS,OVER,22.5,True,True
2026-04-10,daily_top6_under_else_top3_triplets_v1,3,1,4,Jalen Duren,DET,REB,UNDER,9.5,True,5,Scottie Barnes,TOR,REB,UNDER,7.5,True,6,Collin Gillespie,PHX,AST,UNDER,5.5,True,True
2026-04-12,daily_top6_under_else_top3_triplets_v1,3,1,2,Brandin Podziemski,GSW,PTS,UNDER,10.75,True,4,Scottie Barnes,TOR,REB,UNDER,7.5,False,6,Nikola Jokić,DEN,AST,UNDER,7.5,True,False
2026-04-14,daily_top6_under_else_top3_triplets_v1,3,1,1,Pelle Larsson,MIA,PTS,UNDER,9.5,True,2,Shaedon Sharpe,POR,PTS,OVER,9.5,True,3,Moussa Diabaté,CHA,REB,OVER,10.5,True,True
2026-04-15,daily_top6_under_else_top3_triplets_v1,3,1,1,Tyrese Maxey,PHI,PTS,OVER,29.5,True,2,Kawhi Leonard,LAC,PTS,UNDER,29.5,True,3,Gui Santos,GSW,PRA,OVER,18.5,True,True
2026-04-17,daily_top6_under_else_top3_triplets_v1,3,1,1,Paolo Banchero,ORL,PTS,OVER,23.5,True,2,Oso Ighodaro,PHX,REB,UNDER,6.5,True,3,Sion James,CHA,PTS,OVER,2.5,True,True
2026-04-18,daily_top6_under_else_top3_triplets_v1,3,1,1,Reed Sheppard,HOU,PTS,OVER,15.5,True,2,Ayo Dosunmu,MIN,PRA,UNDER,17.5,True,3,Jalen Johnson,ATL,PTS,OVER,21.5,True,True
2026-04-19,daily_top6_under_else_top3_triplets_v1,3,1,1,Dylan Harper,SAS,PTS,UNDER,8.5,True,2,Payton Pritchard,BOS,PRA,UNDER,20.5,False,3,Tristan da Silva,ORL,PTS,OVER,4.5,True,False
2026-04-20,daily_top6_under_else_top3_triplets_v1,3,1,1,Cameron Johnson,DEN,PTS,OVER,12.5,True,2,Scottie Barnes,TOR,PRA,OVER,33.5,True,3,Jalen Johnson,ATL,PTS,OVER,21.5,False,False
2026-04-21,daily_top6_under_else_top3_triplets_v1,3,1,1,Deni Avdija,POR,PTS,UNDER,23.5,True,2,Marcus Smart,LAL,PRA,OVER,19.5,True,3,Dylan Harper,SAS,PTS,UNDER,8.5,False,False
2026-04-22,daily_top6_under_else_top3_triplets_v1,3,1,1,Cade Cunningham,DET,PRA,OVER,43.5,True,2,Devin Booker,PHX,PTS,UNDER,23.5,True,3,Shai Gilgeous-Alexander,OKC,REB,OVER,4.5,True,True
