game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,sportsbook_count,source_projection,source_book,source_market,source_url,source_event_id,line_last_updated
2026-05-09,Paige Bueckers,4433730,DAL,IND,PTS,19.5,-105,-120,2,18.53,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905710,2026-05-09T16:13:36Z
2026-05-09,Caitlin Clark,4433403,IND,DAL,PTS,19.5,105,-115,2,18.93,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905710,2026-05-09T16:13:36Z
2026-05-09,Kahleah Copper,2998938,PHX,LV,PTS,18.5,-110,100,2,16.13,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905780,2026-05-09T16:13:36Z
2026-05-09,Rickea Jackson,4433630,CHI,POR,PTS,16.5,-105,-110,2,16.45,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905810,2026-05-09T16:13:36Z
2026-05-09,Kayla McBride,2529205,MIN,ATL,PTS,15.5,-108,-115,2,14.25,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906040,2026-05-09T16:13:36Z
2026-05-09,Skylar Diggins,2491205,CHI,POR,PTS,15.5,-105,-118,2,15.93,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905810,2026-05-09T16:13:36Z
2026-05-09,Courtney Williams,2987891,MIN,ATL,PTS,14.5,100,-125,2,13.33,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906040,2026-05-09T16:13:36Z
2026-05-09,Bridget Carleton,3906972,POR,CHI,PTS,13.5,-102,-112,2,13.53,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905810,2026-05-09T16:13:36Z
2026-05-09,Haley Jones,4595910,POR,CHI,PTS,13.5,105,-135,2,9.52,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905810,2026-05-09T16:13:36Z
2026-05-09,Maddy Siegrist,4399415,DAL,IND,PTS,12.5,-108,-113,2,12.41,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905710,2026-05-09T16:13:36Z
2026-05-09,Kiana Williams,4282168,PHX,LV,PTS,10.5,-125,100,2,10.67,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905780,2026-05-09T16:13:36Z
2026-05-09,Chelsea Gray,2529122,LV,PHX,PTS,10.5,-125,100,2,9.91,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905780,2026-05-09T16:13:36Z
2026-05-09,Azzi Fudd,4433790,DAL,IND,PTS,9.5,100,-120,2,9.61,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905710,2026-05-09T16:13:36Z
2026-05-09,Myisha Hines-Allen,3142055,IND,DAL,PTS,9.5,100,-120,2,10.06,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905710,2026-05-09T16:13:36Z
2026-05-09,Sophie Cunningham,3907781,IND,DAL,PTS,9.5,160,-210,2,9.32,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905710,2026-05-09T16:13:36Z
2026-05-09,Emily Engstler,4398729,POR,CHI,PTS,7.5,-112,-112,2,7.87,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905810,2026-05-09T16:13:36Z
2026-05-09,Natasha Cloud,2529137,PHX,LV,PTS,8.5,-130,102,2,0.0,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905810,2026-05-09T16:13:36Z
2026-05-09,Jordin Canada,3142250,ATL,MIN,PTS,10.5,-112,-108,2,10.11,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906040,2026-05-09T16:13:36Z
2026-05-09,Azura Stevens,3142010,LA,LV,PTS,8.5,-112,-112,2,0.0,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905810,2026-05-09T16:13:36Z
2026-05-09,Nia Coffey,3054590,MIN,ATL,PTS,8.5,-112,-112,2,8.51,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906040,2026-05-09T16:13:36Z
2026-05-09,Natasha Mack,4068042,PHX,LV,PTS,8.5,102,-130,2,6.27,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905780,2026-05-09T16:13:36Z
2026-05-09,NaLyssa Smith,4398776,LV,PHX,PTS,6.5,-125,100,2,8.46,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905780,2026-05-09T16:13:36Z
2026-05-09,Jewell Loyd,2987869,LV,PHX,PTS,10.5,-112,-112,2,10.33,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11905780,2026-05-09T16:13:36Z
2026-05-09,Napheesa Collier,3917450,MIN,ATL,PTS,19.5,-125,100,2,0.0,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906040,2026-05-09T16:13:36Z
2026-05-09,Emily Engstler,4398729,POR,CHI,REB,6.5,-125,100,2,5.87,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905810,2026-05-09T16:13:36Z
2026-05-09,Natasha Mack,4068042,PHX,LV,REB,9.5,100,-125,2,7.74,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905780,2026-05-09T16:13:36Z
2026-05-09,Alyssa Thomas,2529140,PHX,LV,REB,8.5,-115,102,2,8.26,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905780,2026-05-09T16:13:36Z
2026-05-09,Natasha Howard,2529130,MIN,ATL,REB,8.5,-105,-112,2,8.35,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906040,2026-05-09T16:13:36Z
2026-05-09,Aliyah Boston,4432831,IND,DAL,REB,8.5,102,-120,2,9.11,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905710,2026-05-09T16:13:36Z
2026-05-09,Jessica Shepard,3906949,DAL,IND,REB,7.5,-112,-112,2,8.09,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905710,2026-05-09T16:13:36Z
2026-05-09,Nia Coffey,3054590,MIN,ATL,REB,6.5,-135,105,2,6.02,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906040,2026-05-09T16:13:36Z
2026-05-09,Haley Jones,4595910,POR,CHI,REB,6.5,102,-130,2,4.9,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905810,2026-05-09T16:13:36Z
2026-05-09,Alanna Smith,3913881,DAL,IND,REB,5.5,105,-115,2,6.09,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905710,2026-05-09T16:13:36Z
2026-05-09,NaLyssa Smith,4398776,LV,PHX,REB,5.5,122,-125,2,5.71,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905780,2026-05-09T16:13:36Z
2026-05-09,Monique Billings,3142255,IND,DAL,REB,4.5,-140,120,2,0.0,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905710,2026-05-09T16:13:36Z
2026-05-09,Olivia Miles,4433791,MIN,ATL,REB,4.5,-137,122,2,4.3,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906040,2026-05-09T16:13:36Z
2026-05-09,Courtney Williams,2987891,MIN,ATL,REB,4.5,-120,102,2,4.99,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906040,2026-05-09T16:13:36Z
2026-05-09,Allisha Gray,3058901,ATL,MIN,REB,4.5,-125,100,2,4.32,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906040,2026-05-09T16:13:36Z
2026-05-09,Paige Bueckers,4433730,DAL,IND,REB,4.5,125,-130,2,4.89,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905710,2026-05-09T16:13:36Z
2026-05-09,Maddy Siegrist,4399415,DAL,IND,REB,4.5,125,-139,2,3.99,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905710,2026-05-09T16:13:36Z
2026-05-09,Bridget Carleton,3906972,POR,CHI,REB,4.5,120,-130,2,4.02,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905810,2026-05-09T16:13:36Z
2026-05-09,Rhyne Howard,4398674,ATL,MIN,REB,4.5,120,-145,2,3.92,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906040,2026-05-09T16:13:36Z
2026-05-09,Natasha Cloud,2529137,PHX,LV,REB,3.5,-120,-105,2,0.0,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905810,2026-05-09T16:13:36Z
2026-05-09,Chelsea Gray,2529122,LV,PHX,REB,3.5,-130,120,2,3.51,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905780,2026-05-09T16:13:36Z
2026-05-09,Jordin Canada,3142250,ATL,MIN,REB,3.5,112,-125,2,2.91,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906040,2026-05-09T16:13:36Z
2026-05-09,Carla Leite,5208982,POR,CHI,REB,3.5,102,-130,2,2.75,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905810,2026-05-09T16:13:36Z
2026-05-09,Kahleah Copper,2998938,PHX,LV,REB,3.5,130,-145,2,2.79,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905780,2026-05-09T16:13:36Z
2026-05-09,Kiana Williams,4282168,PHX,LV,REB,2.5,-140,110,2,2.36,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905780,2026-05-09T16:13:36Z
2026-05-09,Azzi Fudd,4433790,DAL,IND,REB,2.5,100,-125,2,3.06,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905710,2026-05-09T16:13:36Z
2026-05-09,Skylar Diggins,2491205,CHI,POR,REB,2.5,105,-125,2,2.78,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905810,2026-05-09T16:13:36Z
2026-05-09,Kelsey Mitchell,3142191,IND,DAL,REB,1.5,-145,115,2,1.67,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905710,2026-05-09T16:13:36Z
2026-05-09,Jewell Loyd,2987869,LV,PHX,REB,3.5,-125,100,2,3.49,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905780,2026-05-09T16:13:36Z
2026-05-09,Kayla McBride,2529205,MIN,ATL,REB,2.5,101,-125,2,2.6,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906040,2026-05-09T16:13:36Z
2026-05-09,Napheesa Collier,3917450,MIN,ATL,REB,7.5,100,-125,2,0.0,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906040,2026-05-09T16:13:36Z
2026-05-09,Azura Stevens,3142010,LA,LV,REB,6.5,105,-135,2,0.0,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905810,2026-05-09T16:13:36Z
2026-05-09,Alyssa Thomas,2529140,PHX,LV,AST,8.5,-140,110,2,9.54,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905780,2026-05-09T16:13:36Z
2026-05-09,Jackie Young,4065870,LV,PHX,AST,5.5,110,-122,2,5.02,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905780,2026-05-09T16:13:36Z
2026-05-09,Chelsea Gray,2529122,LV,PHX,AST,5.5,130,-138,2,5.81,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905780,2026-05-09T16:13:36Z
2026-05-09,Napheesa Collier,3917450,MIN,ATL,AST,2.5,-140,110,2,0.0,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906040,2026-05-09T16:13:36Z
2026-05-09,Azura Stevens,3142010,LA,LV,AST,1.5,100,-125,2,0.0,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905810,2026-05-09T16:13:36Z
2026-05-09,Emily Engstler,4398729,POR,CHI,AST,2.5,102,-130,2,2.53,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905810,2026-05-09T16:13:36Z
2026-05-09,Natasha Cloud,2529137,PHX,LV,AST,3.5,-145,115,2,0.0,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905810,2026-05-09T16:13:36Z
2026-05-09,Jewell Loyd,2987869,LV,PHX,AST,1.5,-160,125,2,1.47,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905780,2026-05-09T16:13:36Z
2026-05-09,Aliyah Boston,4432831,IND,DAL,AST,3.5,-125,110,2,3.52,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905710,2026-05-09T16:13:36Z
2026-05-09,Carla Leite,5208982,POR,CHI,AST,3.5,-125,100,2,3.26,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905810,2026-05-09T16:13:36Z
2026-05-09,Haley Jones,4595910,POR,CHI,AST,3.5,100,-125,2,2.97,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905810,2026-05-09T16:13:36Z
2026-05-09,Arike Ogunbowale,3904577,DAL,IND,AST,3.5,122,-140,2,3.46,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905710,2026-05-09T16:13:36Z
2026-05-09,Myisha Hines-Allen,3142055,IND,DAL,AST,3.5,125,-160,2,2.86,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905710,2026-05-09T16:13:36Z
2026-05-09,Kayla McBride,2529205,MIN,ATL,AST,3.5,135,-160,2,2.56,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906040,2026-05-09T16:13:36Z
2026-05-09,Kiana Williams,4282168,PHX,LV,AST,2.5,-112,-112,2,2.33,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905780,2026-05-09T16:13:36Z
2026-05-09,Bridget Carleton,3906972,POR,CHI,AST,2.5,100,-125,2,1.94,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905810,2026-05-09T16:13:36Z
2026-05-09,Kamilla Cardoso,4433405,CHI,POR,AST,2.5,100,-125,2,2.81,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905810,2026-05-09T16:13:36Z
2026-05-09,Luisa Geiselsoder,4682797,POR,CHI,AST,2.5,110,-140,2,1.93,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905810,2026-05-09T16:13:36Z
2026-05-09,Kahleah Copper,2998938,PHX,LV,AST,1.5,-140,110,2,1.43,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905780,2026-05-09T16:13:36Z
2026-05-09,Natasha Mack,4068042,PHX,LV,AST,1.5,-130,102,2,1.49,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905780,2026-05-09T16:13:36Z
2026-05-09,Rickea Jackson,4433630,CHI,POR,AST,1.5,-125,100,2,1.74,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905810,2026-05-09T16:13:36Z
2026-05-09,Maddy Siegrist,4399415,DAL,IND,AST,1.5,130,-165,2,0.94,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905710,2026-05-09T16:13:36Z
2026-05-09,Kelsey Mitchell,3142191,IND,DAL,AST,2.5,-140,110,2,2.75,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905710,2026-05-09T16:13:36Z
2026-05-09,Azzi Fudd,4433790,DAL,IND,AST,2.5,-105,-120,2,2.01,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905710,2026-05-09T16:13:36Z
2026-05-09,Naz Hillmon,4398915,ATL,MIN,AST,2.5,-105,-120,2,2.23,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906040,2026-05-09T16:13:36Z
2026-05-09,Nia Coffey,3054590,MIN,ATL,AST,2.5,115,-145,2,1.88,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906040,2026-05-09T16:13:36Z
2026-05-09,DeWanna Bonner,869,PHX,LV,AST,1.5,-150,120,2,2.06,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905780,2026-05-09T16:13:36Z
2026-05-09,Natasha Howard,2529130,MIN,ATL,AST,1.5,-130,102,2,1.84,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906040,2026-05-09T16:13:36Z
2026-05-09,Caitlin Clark,4433403,IND,DAL,THREES,2.5,-140,124,2,2.73,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Jewell Loyd,2987869,LV,PHX,THREES,2.5,100,-125,2,2.48,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Napheesa Collier,3917450,MIN,ATL,THREES,1.5,145,-185,2,0.0,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Azura Stevens,3142010,LA,LV,THREES,1.5,150,-190,2,0.0,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Emily Engstler,4398729,POR,CHI,THREES,0.5,-155,122,2,0.64,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Monique Billings,3142255,IND,DAL,THREES,0.5,-135,105,2,0.0,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Rhyne Howard,4398674,ATL,MIN,THREES,2.5,-130,105,2,2.69,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Kelsey Mitchell,3142191,IND,DAL,THREES,2.5,100,-125,2,2.58,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Kiana Williams,4282168,PHX,LV,THREES,2.5,120,-150,2,2.16,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Kayla McBride,2529205,MIN,ATL,THREES,2.5,124,-145,2,2.12,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Bridget Carleton,3906972,POR,CHI,THREES,1.5,-195,155,2,1.79,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Kahleah Copper,2998938,PHX,LV,THREES,1.5,-155,140,2,1.55,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Allisha Gray,3058901,ATL,MIN,THREES,1.5,-165,130,2,1.7,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Jackie Young,4065870,LV,PHX,THREES,1.5,-160,130,2,1.8,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Azzi Fudd,4433790,DAL,IND,THREES,1.5,-106,100,2,1.88,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,DeWanna Bonner,869,PHX,LV,THREES,1.5,-125,100,2,1.37,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Luisa Geiselsoder,4682797,POR,CHI,THREES,1.5,-112,-112,2,1.47,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Paige Bueckers,4433730,DAL,IND,THREES,1.5,104,-120,2,1.24,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Naz Hillmon,4398915,ATL,MIN,THREES,1.5,148,-130,2,1.32,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Skylar Diggins,2491205,CHI,POR,THREES,1.5,110,-135,2,1.47,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Rickea Jackson,4433630,CHI,POR,THREES,1.5,105,-125,2,1.42,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Chelsea Gray,2529122,LV,PHX,THREES,1.5,110,-120,2,1.47,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Sophie Cunningham,3907781,IND,DAL,THREES,1.5,110,-140,2,1.76,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Olivia Miles,4433791,MIN,ATL,THREES,1.5,114,-135,2,1.16,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Alanna Smith,3913881,DAL,IND,THREES,1.5,140,-166,2,1.16,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Courtney Williams,2987891,MIN,ATL,THREES,1.5,140,-180,2,1.11,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Nia Coffey,3054590,MIN,ATL,THREES,0.5,-210,160,2,0.72,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Maddy Siegrist,4399415,DAL,IND,THREES,0.5,-209,160,2,0.88,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Jordin Canada,3142250,ATL,MIN,THREES,0.5,-200,155,2,0.6,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Carla Leite,5208982,POR,CHI,THREES,0.5,-170,135,2,0.6,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Haley Jones,4595910,POR,CHI,THREES,0.5,-170,135,2,0.52,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Myisha Hines-Allen,3142055,IND,DAL,THREES,0.5,-140,110,2,0.56,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,A'ja Wilson,3149391,LV,PHX,THREES,0.5,-135,105,2,0.57,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Natasha Howard,2529130,MIN,ATL,THREES,0.5,200,-270,2,0.24,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Angel Reese,4433402,ATL,MIN,THREES,0.5,210,-280,2,0.22,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Aliyah Boston,4432831,IND,DAL,THREES,0.5,260,-360,2,0.21,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
